ablation_name,event_id,incumbent_bundle_id,challenger_bundle_id,swap_attempted,swap_allowed,swap_rejected_reason,final_top1_bundle_id,score_margin,challenger_wins_temporal,challenger_wins_disappearance,challenger_wins_context,challenger_wins_provenance,challenger_wins_separation,incumbent_high_hub,incumbent_generic_content_only,challenger_high_hub,winner,win_reason,temporal_delta,disappearance_delta,context_delta,provenance_delta,separation_delta,hubness_delta,content_delta,generic_content_only_flag_i,generic_content_only_flag_j
A8_full_E32b_no_content_score,M-RE-TC-009,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A8_full_E32b_no_content_score,M-RE-TC-010,518,523,1,0,challenger_high_hub,518,0.03973692993278166,1,0,1,0,1,1,,1,523,challenger_supportive_advantage,0.08157759048127411,-0.08878787333100235,0.09320783615112305,-0.03177378350407284,0.007102906703948975,0.8832994627578215,0.01165860891342163,1,0
A8_full_E32b_no_content_score,M-RE-TC-011,518,,1,0,no_challenger,518,,,,,,,,,,,,,,,,,,,,
A8_full_E32b_no_content_score,M-RE-TC-003,552,,1,0,no_challenger,552,,,,,,,,,,,,,,,,,,,,
A8_full_E32b_no_content_score,M-RE-TC-012,544,552,1,0,challenger_high_hub,544,0.07567870664133447,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12501667851168174,0.06748287084377858,0.05903440713882446,-0.03177378350407284,0.00428318977355957,0.8832994627578215,0.04526114463806152,1,0
A8_full_E32b_no_content_score,M-RE-TC-013,544,552,1,0,challenger_high_hub,544,0.07779065098608862,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12295033456783333,0.080942373047724,0.05832242965698242,-0.03177378350407284,0.004281520843505859,0.8832994627578215,0.053022801876068115,1,0
A8_full_E32b_no_content_score,M-RE-TC-014,590,,1,0,no_challenger,590,,,,,,,,,,,,,,,,,,,,
A8_full_E32b_no_content_score,M-RE-TC-015,636,,1,0,no_challenger,636,,,,,,,,,,,,,,,,,,,,
A8_full_E32b_no_content_score,M-RE-TC-016,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
A8_full_E32b_no_content_score,M-RE-TC-017,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-ARC-TA-001,76,,1,0,no_challenger,76,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-005,286,,1,0,no_challenger,286,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-006,338,,1,0,no_challenger,338,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-002,351,354,1,0,challenger_high_hub,351,0.07914140256864699,1,1,1,0,1,1,,1,354,challenger_supportive_advantage,0.034946400159352464,0.024472553559705013,0.0015379786491394043,-0.00967361285193244,0.03659093379974365,0.23285586463709596,-0.008884310722351074,1,0
A9_full_E32b_high_margin_swap_only,M-LG-TC-001,413,,1,0,no_challenger,413,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-LG-TC-007,429,,1,0,no_challenger,429,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-008,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-009,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-010,518,523,1,0,score_margin_too_small,518,0.03985351602191589,1,0,1,0,1,1,,1,523,challenger_supportive_advantage,0.08157759048127411,-0.08878787333100235,0.09320783615112305,-0.03177378350407284,0.007102906703948975,0.8832994627578215,0.01165860891342163,1,0
A9_full_E32b_high_margin_swap_only,M-RE-TC-011,518,,1,0,no_challenger,518,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-003,552,,1,0,no_challenger,552,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-012,544,552,1,0,challenger_high_hub,544,0.07613131808771512,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12501667851168174,0.06748287084377858,0.05903440713882446,-0.03177378350407284,0.00428318977355957,0.8832994627578215,0.04526114463806152,1,0
A9_full_E32b_high_margin_swap_only,M-RE-TC-013,544,552,1,0,challenger_high_hub,544,0.0783208790048493,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12295033456783333,0.080942373047724,0.05832242965698242,-0.03177378350407284,0.004281520843505859,0.8832994627578215,0.053022801876068115,1,0
A9_full_E32b_high_margin_swap_only,M-RE-TC-014,590,,1,0,no_challenger,590,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-015,636,,1,0,no_challenger,636,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-016,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
A9_full_E32b_high_margin_swap_only,M-RE-TC-017,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-ARC-TA-001,76,,1,0,no_challenger,76,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-005,286,,1,0,no_challenger,286,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-006,338,,1,0,no_challenger,338,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-002,351,354,1,0,challenger_high_hub,351,0.07914140256864699,1,1,1,0,1,1,,1,354,challenger_supportive_advantage,0.034946400159352464,0.024472553559705013,0.0015379786491394043,-0.00967361285193244,0.03659093379974365,0.23285586463709596,-0.008884310722351074,1,0
A10_full_E32b_no_bundle552_swap,M-LG-TC-001,413,,1,0,no_challenger,413,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-LG-TC-007,429,,1,0,no_challenger,429,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-008,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-009,459,,1,0,no_challenger,459,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-010,518,523,1,0,challenger_high_hub,518,0.03985351602191589,1,0,1,0,1,1,,1,523,challenger_supportive_advantage,0.08157759048127411,-0.08878787333100235,0.09320783615112305,-0.03177378350407284,0.007102906703948975,0.8832994627578215,0.01165860891342163,1,0
A10_full_E32b_no_bundle552_swap,M-RE-TC-011,518,,1,0,no_challenger,518,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-003,552,,1,0,no_challenger,552,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-012,544,552,1,0,bundle552_blocked_by_diagnostic,544,0.07613131808771512,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12501667851168174,0.06748287084377858,0.05903440713882446,-0.03177378350407284,0.00428318977355957,0.8832994627578215,0.04526114463806152,1,0
A10_full_E32b_no_bundle552_swap,M-RE-TC-013,544,552,1,0,bundle552_blocked_by_diagnostic,544,0.0783208790048493,1,1,1,0,1,1,,1,552,challenger_supportive_advantage,0.12295033456783333,0.080942373047724,0.05832242965698242,-0.03177378350407284,0.004281520843505859,0.8832994627578215,0.053022801876068115,1,0
A10_full_E32b_no_bundle552_swap,M-RE-TC-014,590,,1,0,no_challenger,590,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-015,636,,1,0,no_challenger,636,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-016,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
A10_full_E32b_no_bundle552_swap,M-RE-TC-017,638,,1,0,no_challenger,638,,,,,,,,,,,,,,,,,,,,
